Signal1,Signal2
18,0
0,8
31,7
36,16
86,29
91,18
86,23
95,17
65,11
67,15
41,13
13,7
7,10
43,17
48,15
68,22
98,26
82,31
92,18
67,13
62,0
40,5
0,10
19,15
45,10
53,18
80,25
69,4
30,6
36,12
102,26
22,1
52,14
102,24
4,10
56,9
99,27
53,10
39,7
87,18
64,21
24,16
95,23
57,16
32,5
80,20
65,12
13,4
63,28
49,15
1,8
26,6
83,22
81,13
14,13
82,24
72,12
20,17
82,30
63,10
28,13
82,30
51,5
18,7
85,21
59,11
0,0
41,11
97,30
45,8
26,20
89,24
54,11
30,6
77,22
69,24
16,13
91,26
61,13
30,8
89,23
72,13
4,2
36,16
81,27
43,3
25,8
67,16
80,6
19,2
53,11
98,23
40,14
65,20
106,24
2,0
45,11
113,25
25,0
58,7
112,19
43,8
42,11
122,22
31,4
52,19
123,34
20,0
63,10
125,32
0,0
46,11
125,30
31,12
80,22
115,26
17,7
91,23
162,22
26,11
100,35
38,4
42,9
100,27
63,13
49,19
100,35
5,0
31,11
101,44
35,12
73,22
96,26
20,3
48,12
103,45
49,17
110,30
72,16
46,15
130,31
32,8
62,16
133,30
17,1
72,8
129,37
42,15
82,24
128,28
0,6
61,12
132,25
16,5
74,15
132,29
16,2
80,15
125,29
5,2
63,20
136,35
11,1
73,16
130,33
3,0
56,12
135,33
24,5
65,11
133,35
53,12
113,33
89,25
32,8
101,15
75,16
41,11
104,29
18,2
59,16
100,35
27,8
66,12
99,29
30,10
82,17
97,35
12,12
94,23
62,18
1,0
41,9
99,24
103,23
48,15
100,31
8,11
65,14
98,28
34,14
76,18
96,36
21,1
48,17
102,40
0,0
34,8
98,21
107,23
43,13
99,29
58,9
22,10
98,24
82,26
30,11
100,21
25,4
48,41
100,37
21,1
63,29
91,26
47,6
18,16
97,32
39,47
37,73
51,18
49,52
28,28
93,17
42,31
39,19
87,0
67,10
43,13
90,28
16,36
54,0
93,27
64,10
0,14
92,18
86,17
26,10
91,25
75,18
32,14
90,17
59,18
34,15
91,26
53,1
21,13
91,30
70,13
37,9
88,24
87,25
16,9
72,17
130,28
29,9
88,26
95,23
3,3
55,13
114,25
53,9
69,14
106,16
3,0
53,19
112,30
17,5
62,17
111,28
18,3
65,17
111,26
0,2
51,9
99,22
71,12
35,9
65,14
80,19
15,1
71,20
82,23
9,0
24,9
