Signal1,Signal2
37,13
36,39
25,30
13,40
2,37
12,39
20,38
28,1
32,3
37,5
44,23
56,8
20,44
16,30
0,40
0,34
15,24
32,22
40,7
43,2
34,12
34,53
27,26
12,45
8,37
1,34
23,43
25,14
36,28
7,31
17,11
43,17
11,31
30,11
39,32
5,34
26,19
38,23
11,34
29,7
43,15
13,39
19,6
41,8
26,31
10,30
41,6
33,31
1,30
32,16
33,4
9,39
21,42
43,11
10,36
33,49
39,0
25,47
12,36
46,13
29,42
28,50
31,18
4,49
12,31
28,2
15,38
18,43
39,19
22,25
22,33
35,17
11,43
30,15
26,37
6,35
23,45
37,10
10,60
33,17
44,12
0,48
33,30
37,19
8,33
19,35
45,6
20,48
18,48
34,12
18,48
24,32
40,7
24,43
21,37
42,8
25,44
12,38
33,13
18,43
16,30
41,13
11,35
36,32
36,16
5,36
25,31
43,13
5,40
25,39
38,12
14,39
29,32
35,18
9,48
21,36
36,10
13,43
30,36
35,14
5,42
26,36
36,14
11,46
27,26
34,13
3,34
17,27
21,11
2,34
20,29
30,0
17,32
13,29
29,4
15,37
7,28
30,0
29,19
4,24
17,18
29,17
15,22
21,13
35,15
5,30
18,16
30,15
8,22
18,23
29,15
12,30
13,16
36,17
6,21
15,15
34,13
8,24
12,23
33,4
23,30
11,32
29,4
38,28
9,33
32,23
29,19
0,40
23,20
32,9
14,32
23,30
31,15
2,31
19,30
47,0
22,36
14,26
33,4
25,38
2,28
23,0
36,12
8,27
17,15
35,11
9,30
11,18
37,0
21,27
8,25
30,12
43,18
2,32
22,19
27,18
0,42
32,29
31,14
0,35
26,27
31,13
6,35
9,31
25,0
27,32
11,36
32,0
27,25
2,23
11,6
42,5
16,21
10,28
20,1
36,16
6,32
22,16
27,15
0,38
22,28
26,12
3,32
22,36
35,6
14,40
13,31
25,10
9,40
13,33
30,4
24,36
0,37
28,6
36,13
5,32
14,21
32,13
8,30
18,28
21,13
15,24
14,13
31,11
11,22
20,8
33,13
9,24
7,22
40,15
20,15
2,22
24,14
24,19
3,24
21,12
24,16
0,31
24,25
30,13
5,27
15,19
34,5
19,27
9,21
32,0
33,17
0,20
21,5
34,6
23,17
9,23
28,3
31,10
1,27
22,17
28,12
3,30
13,20
31,7
21,37
9,22
32,6
40,15
4,23
21,8
53,4
46,41
11,34
47,0
48,24
4,42
36,20
52,17
3,37
34,29
51,21
11,41
39,20
46,23
0,39
34,24
54,23
13,32
47,17
48,22
2,29
40,26
49,17
2,36
34,25
54,16
15,31
41,22
50,21
2,32
31,29
52,13
6,37
30,28
54,19
20,37
35,19
47,19
9,40
30,29
50,8
30,39
29,34
54,9
35,42
13,29
53,15
30,41
33,39
52,13
19,43
36,23
48,18
9,42
32,32
53,14
16,36
37,23
49,18
6,35
33,20
52,15
12,29
42,20
54,10
4,40
33,33
46,14
13,27
38,21
51,20
0,36
39,22
48,21
7,42
31,30
48,15
14,39
40,23
55,17
2,37
36,28
55,22
10,44
44,26
51,19
4,45
37,31
49,18
9,30
33,43
51,9
36,48
24,37
51,14
22,47
37,39
51,12
14,59
45,32
46,23
1,49
38,38
52,20
9,48
26,39
49,15
16,41
31,32
51,17
7,46
30,40
55,11
14,55
45,34
45,19
6,44
38,43
56,15
13,52
44,22
49,23
2,47
34,38
51,23
12,45
48,24
49,20
0,48
45,34
53,15
12,47
45,21
44,25
0,45
44,32
53,18
2,53
37,39
52,21
4,51
30,43
53,11
21,51
36,36
51,19
7,46
32,35
54,14
18,50
33,31
49,22
9,48
39,34
54,11
11,49
43,34
57,15
3,43
35,37
51,15
7,52
28,39
53,15
16,49
39,36
53,15
12,41
43,20
48,23
0,44
39,28
50,17
6,45
31,32
52,15
8,48
24,40
53,10
19,55
33,34
51,17
10,50
39,25
49,24
1,42
40,31
60,12
7,40
37,41
52,11
18,48
42,28
53,19
8,44
34,38
51,20
10,47
46,31
49,21
0,42
37,33
49,23
4,52
33,44
50,14
17,48
40,35
52,15
10,40
44,21
47,29
0,47
45,34
49,22
2,46
36,33
52,16
9,48
29,51
56,7
32,55
17,38
52,12
19,55
28,37
52,12
19,38
33,35
48,25
2,46
39,40
52,12
7,51
21,41
54,7
34,53
12,34
53,8
31,57
11,40
45,6
44,42
7,36
31,11
50,33
3,38
29,22
52,21
12,31
37,1
50,12
18,35
26,15
49,18
9,38
25,23
46,15
8,39
16,14
49,10
20,33
23,19
45,25
13,38
28,13
43,36
3,42
23,16
45,23
11,37
32,7
49,21
15,38
31,17
47,25
7,43
25,22
46,27
16,43
31,11
49,24
5,37
27,21
46,18
11,40
32,10
41,35
3,40
29,17
49,21
7,41
24,28
49,19
16,37
27,15
48,23
8,40
20,17
47,11
17,35
29,9
48,10
17,39
31,20
45,20
12,37
33,11
39,39
3,40
32,20
39,27
8,36
21,20
42,22
15,33
29,10
48,17
5,45
24,15
49,15
10,42
38,19
40,34
9,37
30,24
47,23
13,31
31,7
49,15
16,38
28,16
47,21
13,35
41,11
40,32
0,45
31,7
49,2
31,28
16,32
46,0
22,34
10,40
45,0
38,26
5,48
39,25
40,19
0,48
30,33
46,20
9,39
26,39
44,12
15,42
31,38
42,11
3,47
24,34
44,13
11,40
36,30
41,20
3,45
29,36
43,15
15,49
35,32
41,21
0,46
29,31
43,13
6,41
33,46
42,14
14,39
36,35
41,15
0,43
32,37
42,23
6,47
21,43
45,3
24,45
18,35
42,9
41,46
0,30
35,7
47,23
14,40
39,18
43,29
3,34
32,17
47,13
9,33
20,22
48,13
17,39
29,18
43,24
10,32
33,7
47,19
13,38
33,15
43,27
5,35
25,17
47,18
9,32
25,26
45,15
14,41
29,22
50,21
5,36
25,24
46,19
10,37
33,7
40,6
29,35
18,41
41,8
47,21
9,41
43,19
37,21
8,60
35,27
40,23
6,41
31,40
43,13
3,46
29,46
44,11
8,49
17,44
42,7
29,51
7,35
38,2
49,16
7,36
23,29
47,13
17,39
27,12
43,20
8,36
24,21
43,19
11,42
29,7
49,8
29,34
21,41
42,10
25,36
22,28
47,18
14,40
31,14
45,23
11,36
31,5
48,19
14,37
30,14
45,23
3,41
25,13
47,17
9,41
24,26
47,16
16,36
31,21
48,22
9,38
28,31
53,10
12,43
28,15
40,23
7,42
19,19
44,14
14,36
31,9
49,13
14,43
31,21
46,15
14,35
32,11
41,25
4,36
30,14
44,24
5,42
22,23
47,18
18,35
30,18
43,24
7,30
20,43
45,20
19,33
28,17
51,22
18,34
43,16
28,67
0,35
33,11
42,42
0,31
27,34
50,23
15,25
32,4
49,12
25,21
24,6
54,2
28,31
19,39
42,19
19,39
17,28
44,3
31,18
13,17
49,40
19,40
13,17
48,18
16,36
23,22
45,26
8,37
26,26
50,16
11,39
31,14
52,18
5,37
31,21
53,21
12,39
36,11
45,27
5,35
26,14
49,21
9,33
23,25
51,13
16,38
30,20
40,25
7,36
21,16
49,14
15,40
35,17
47,26
6,39
27,13
46,18
11,39
33,14
44,27
7,27
28,19
45,17
7,37
25,25
51,11
19,33
36,20
41,26
5,34
25,21
47,13
13,38
34,19
48,22
7,31
25,14
42,21
8,27
15,11
24,0
12,29
11,20
29,11
12,29
13,11
30,17
7,30
13,20
32,1
13,27
8,29
28,6
26,17
1,29
21,33
24,11
5,36
13,31
25,9
8,43
0,23
19,16
25,18
2,29
14,14
31,11
3,28
18,21
25,7
8,23
6,42
28,28
25,16
0,39
13,26
27,7
6,35
7,24
23,4
31,7
13,29
14,15
26,8
14,27
14,24
32,0
9,26
0,33
20,34
23,15
0,32
20,33
26,10
5,28
11,29
24,3
10,36
10,28
25,0
12,26
0,27
22,6
31,8
18,24
12,23
24,4
14,24
11,31
30,2
26,6
0,36
20,33
26,3
7,36
1,21
16,2
25,10
5,24
15,16
27,3
11,24
12,32
25,2
15,21
8,26
26,13
14,25
27,45
28,4
23,12
2,38
23,29
20,17
0,33
24,31
27,9
12,38
12,27
39,9
34,45
10,38
39,5
11,53
2,38
37,9
43,19
10,42
32,13
42,27
4,37
25,19
46,20
9,36
22,25
47,9
28,31
21,39
49,4
22,36
16,45
43,3
32,37
0,43
36,24
40,26
0,49
39,34
44,17
4,39
32,38
45,13
5,48
26,39
41,9
22,48
17,34
40,6
19,47
0,30
38,10
35,40
1,15
30,9
45,9
24,37
18,36
49,4
25,37
15,46
42,1
32,13
13,39
35,0
39,20
0,50
41,30
41,19
3,43
37,38
43,14
16,46
37,29
44,15
1,49
34,37
44,12
11,45
41,21
42,24
0,47
34,29
47,17
1,47
27,34
45,15
12,50
33,32
49,26
7,36
30,43
55,6
27,48
23,38
45,19
21,52
38,33
47,17
8,50
31,46
51,13
18,51
42,42
49,12
6,53
32,41
48,1
