Signal1,Signal2
13,66
54,25
38,52
8,86
51,10
13,86
37,66
50,94
53,62
34,49
11,52
69,56
30,60
17,85
49,32
26,130
29,38
37,66
0,65
40,70
44,86
8,133
34,41
45,94
21,129
56,49
19,92
13,63
43,44
13,143
56,94
32,80
2,103
56,69
39,70
26,117
60,0
25,70
34,87
55,15
32,102
48,42
36,104
17,120
49,8
26,82
32,97
62,23
0,109
41,100
31,24
21,96
54,71
27,76
28,118
50,4
34,60
37,75
62,36
15,119
54,46
24,159
39,81
41,22
22,118
36,49
37,46
4,99
40,59
15,134
2,89
21,48
73,7
9,138
0,106
65,25
9,123
56,121
88,122
19,63
74,54
26,126
36,103
7,32
27,105
67,23
103,144
25,0
84,1
53,108
56,86
13,31
57,98
76,54
32,26
13,34
63,15
54,81
55,164
51,0
39,85
45,86
26,156
21,131
62,22
11,205
71,60
37,30
27,153
53,16
12,76
18,34
8,95
6,123
24,99
43,0
31,41
32,102
37,39
8,96
45,95
51,20
4,108
59,110
43,100
39,73
51,0
25,96
34,129
44,0
31,162
38,68
44,17
7,75
48,95
45,4
11,98
40,91
47,2
23,138
54,97
41,9
12,163
36,60
44,38
11,104
56,32
21,59
71,142
51,26
7,104
40,70
38,198
31,85
49,30
18,194
47,53
29,62
16,119
56,13
2,117
28,80
55,6
37,64
28,89
57,89
14,127
47,75
41,60
7,108
60,63
39,52
24,106
59,21
6,109
49,90
50,0
31,115
43,102
36,77
17,72
38,3
40,37
15,74
62,104
16,121
36,60
41,61
16,128
53,62
38,143
43,79
50,19
5,99
32,52
43,4
19,124
45,94
38,11
2,123
41,120
26,63
32,128
48,53
2,145
49,87
46,139
17,123
41,9
17,106
34,52
56,8
12,101
67,122
29,40
15,80
50,17
19,121
47,84
51,76
0,79
23,23
40,44
7,93
43,69
36,33
9,97
40,92
42,18
10,133
59,82
46,35
14,83
25,47
37,80
27,129
49,13
13,61
45,79
46,5
10,124
49,81
34,50
14,138
55,22
9,92
18,83
51,18
33,57
34,105
43,146
27,87
40,63
39,96
26,113
55,18
8,174
42,88
47,19
8,126
48,63
40,26
16,108
49,12
16,108
35,48
32,84
10,72
57,6
33,60
4,117
52,78
39,97
14,126
50,19
20,119
51,130
34,79
31,191
35,0
27,68
26,112
36,109
15,96
65,30
31,121
41,78
43,0
23,119
45,46
46,0
6,127
45,120
40,32
33,146
48,11
30,130
52,60
43,135
25,84
41,0
35,102
39,114
48,14
15,141
32,26
20,137
46,118
24,147
30,99
49,7
31,45
23,84
58,24
24,114
27,45
46,0
6,101
32,56
45,1
23,86
37,98
52,4
23,95
38,90
48,23
27,77
39,64
42,2
15,76
35,71
54,2
18,77
23,97
43,21
24,84
40,78
59,34
15,55
46,61
52,46
9,112
37,70
49,6
12,70
49,54
43,0
10,115
15,63
31,22
22,103
47,24
12,107
37,62
49,70
8,110
61,69
37,127
21,76
52,9
34,79
27,124
60,17
5,104
39,78
46,23
9,66
34,65
50,18
16,88
46,81
43,26
2,63
40,54
32,0
21,60
34,70
56,14
11,87
39,76
54,0
27,100
42,57
47,0
8,119
49,73
46,6
11,89
41,84
44,11
2,47
33,99
57,12
8,155
42,79
48,13
16,75
45,110
42,25
31,85
47,34
25,53
37,102
40,77
3,139
52,74
39,28
23,127
46,34
23,133
49,63
36,34
21,147
50,18
9,133
24,97
42,4
33,53
27,80
40,0
48,83
20,89
53,46
31,57
18,84
38,12
21,133
35,126
39,64
12,83
41,2
41,87
12,104
64,22
16,94
43,66
57,7
32,81
31,84
54,16
15,55
80,101
27,13
0,72
42,58
48,3
20,57
36,87
50,11
2,84
32,87
48,27
18,66
39,72
39,32
0,97
35,64
50,8
27,67
22,93
50,0
43,24
23,78
43,47
21,94
15,68
48,5
33,111
44,103
42,8
4,78
33,85
39,12
15,81
41,81
54,17
15,115
41,81
43,43
9,77
48,52
34,22
6,79
51,84
38,14
13,109
46,15
24,93
31,77
32,22
13,123
52,75
39,115
31,84
47,25
13,85
32,80
44,13
0,70
32,85
52,13
9,153
34,91
56,44
16,144
51,53
34,47
11,115
52,17
7,71
34,90
39,7
35,34
24,87
43,6
40,28
9,143
48,35
30,68
29,70
57,24
29,69
42,115
50,12
3,83
41,88
47,13
19,81
45,81
45,48
19,89
52,72
45,86
8,88
35,64
49,71
0,106
50,103
48,87
32,107
44,8
13,94
38,100
41,2
0,124
52,75
47,0
15,71
39,77
35,10
1,128
48,86
53,12
2,156
52,48
22,54
7,88
41,99
41,17
0,122
54,74
40,43
7,86
56,60
42,32
4,103
50,64
49,41
20,110
48,0
30,51
13,121
49,35
0,103
39,70
31,58
6,100
55,70
27,149
31,90
72,39
12,65
37,115
38,45
7,101
51,28
38,65
29,107
38,0
28,40
21,94
54,36
24,124
39,39
40,116
14,120
52,18
10,141
54,90
43,41
21,102
45,5
24,58
64,82
51,24
19,97
34,97
47,16
10,112
38,22
42,63
12,81
36,29
39,94
31,99
44,17
18,112
49,108
36,40
18,90
50,0
34,38
13,104
47,32
10,132
44,72
31,112
28,78
49,22
33,82
17,67
47,82
10,112
51,55
51,2
15,77
40,57
40,20
5,100
44,53
35,38
16,111
48,27
8,74
34,113
43,7
22,136
45,65
36,122
17,90
54,34
21,93
26,116
53,8
13,83
27,111
38,29
5,74
38,78
46,7
19,85
37,64
46,30
14,79
40,68
48,11
4,104
58,76
37,47
0,55
41,80
49,1
6,117
42,82
48,4
15,81
35,116
19,29
0,119
40,48
35,15
13,139
59,9
36,110
26,62
45,15
11,100
49,94
32,61
17,107
61,12
16,88
52,99
46,0
26,68
56,110
49,19
2,73
37,38
40,20
3,97
32,73
50,27
5,90
34,108
47,16
11,94
62,104
26,25
22,63
60,20
15,131
42,88
52,5
10,124
51,39
55,74
18,89
53,14
33,121
33,53
44,6
36,70
38,89
43,2
25,117
43,100
40,47
8,113
49,43
30,47
18,94
65,58
21,121
44,51
46,5
12,50
33,90
59,42
0,108
50,85
39,94
3,102
43,40
36,128
43,82
43,0
33,90
23,78
40,27
38,165
51,87
49,10
7,91
37,61
51,0
35,80
23,93
44,12
9,107
47,90
74,9
12,105
45,106
40,44
14,81
47,7
29,69
10,130
50,25
30,67
27,96
49,0
25,87
35,59
51,9
35,80
19,82
42,0
28,135
29,76
47,1
28,62
22,112
37,23
12,95
35,81
39,26
12,135
39,63
20,99
0,88
51,79
12,108
18,39
48,0
53,48
13,67
80,18
23,93
69,100
25,86
6,24
68,45
47,1
94,183
37,2
38,65
25,66
56,82
75,11
2,53
31,71
79,24
28,67
41,87
38,30
29,152
35,0
36,48
25,61
57,81
23,79
22,70
47,0
22,86
25,106
49,30
4,42
26,67
55,13
28,105
65,102
39,67
25,99
29,3
52,61
31,85
41,24
26,74
18,90
45,24
15,97
36,104
16,0
16,91
56,72
34,0
28,100
44,60
50,33
11,122
53,1
46,28
5,55
38,82
40,31
12,104
45,24
29,118
37,71
44,62
0,80
44,71
44,9
13,73
36,73
39,17
11,59
33,53
44,53
13,129
41,11
28,76
28,87
49,18
36,56
40,84
55,12
7,63
31,108
40,0
33,67
42,101
38,14
11,76
51,65
31,48
17,117
54,15
12,72
37,76
49,36
5,98
33,126
48,41
9,89
42,60
59,4
6,138
22,101
44,21
8,146
50,54
47,86
18,67
56,31
31,141
56,69
59,33
16,126
55,77
38,45
21,87
52,40
21,67
26,131
49,13
6,89
29,69
45,4
31,83
35,61
53,11
22,122
41,72
41,106
8,84
45,27
40,71
19,105
59,5
26,73
21,85
41,0
31,133
39,92
47,18
24,60
30,97
50,0
17,121
42,56
45,11
15,113
49,5
43,36
9,121
42,34
43,47
21,91
47,11
41,111
42,66
48,14
5,75
33,40
47,42
16,100
60,40
37,97
23,91
46,12
33,158
47,79
58,8
14,99
46,79
46,19
0,80
39,83
42,10
14,79
32,66
39,0
28,76
36,126
38,16
6,79
36,80
52,8
21,60
27,65
33,12
16,110
52,54
39,24
17,84
56,32
28,54
10,83
53,25
22,118
50,83
31,76
7,140
53,35
38,106
30,71
49,32
14,104
38,86
39,11
14,126
55,15
15,101
42,63
43,64
2,105
50,59
45,116
32,80
52,8
32,108
40,97
43,12
23,67
30,66
38,27
3,68
44,64
46,16
21,73
42,67
52,17
2,71
44,66
43,9
31,71
37,90
64,65
13,79
32,88
46,16
3,125
47,73
45,24
11,136
48,27
18,107
48,84
36,78
1,61
39,47
56,22
9,106
41,56
34,128
25,90
51,7
34,91
23,141
49,29
0,157
41,90
51,2
31,59
34,73
54,3
25,125
37,73
49,0
19,94
39,91
22,10
9,82
34,119
37,25
4,102
44,65
50,4
15,75
33,71
55,5
22,87
34,106
45,19
15,85
49,25
37,75
0,54
46,90
49,0
11,86
47,96
48,5
13,60
43,88
45,8
20,142
37,37
46,13
8,60
38,50
39,0
29,71
38,77
49,24
6,125
45,117
37,47
10,112
51,1
22,79
11,63
60,36
20,99
28,79
46,5
34,45
27,77
51,19
16,74
31,125
42,90
1,90
37,105
36,54
16,82
40,42
34,45
11,57
50,47
33,109
32,33
43,44
0,94
34,79
55,13
17,73
52,42
35,5
3,80
25,114
33,19
0,98
31,90
44,0
31,61
21,79
53,11
21,71
33,101
35,9
16,133
54,50
28,36
14,74
45,46
43,49
32,73
49,2
36,31
14,86
52,61
33,46
27,71
48,35
18,125
42,57
35,74
15,102
49,9
30,92
13,75
39,6
47,32
3,132
40,50
29,117
26,87
45,0
29,145
44,75
49,8
20,72
39,76
64,18
4,115
41,76
51,31
2,109
50,61
46,28
17,98
58,42
40,35
14,62
49,41
30,80
30,95
54,42
27,56
30,85
48,0
23,89
16,79
63,50
22,94
22,85
49,15
4,137
45,65
49,32
5,105
48,52
43,9
1,106
35,85
40,55
9,115
44,56
39,86
17,80
42,27
27,141
40,92
34,24
11,89
25,90
43,13
5,78
39,88
63,16
3,89
30,70
45,32
17,94
43,96
53,0
4,177
34,73
60,8
27,107
42,106
43,49
6,99
43,90
40,24
0,80
31,56
56,8
21,193
51,49
39,25
8,119
55,40
29,73
12,130
56,2
35,77
25,117
55,0
32,39
32,83
58,19
9,101
35,66
42,41
13,103
48,32
28,139
34,99
58,18
18,110
42,70
38,63
24,103
55,10
3,103
24,60
39,40
9,88
34,82
41,29
11,99
36,66
52,46
1,87
39,65
43,57
22,77
45,60
25,15
0,112
46,46
35,133
14,100
50,0
22,182
48,103
40,38
13,67
51,35
26,79
27,66
40,27
13,143
53,38
32,81
4,113
47,13
33,91
15,110
54,11
6,81
25,75
39,26
20,88
29,69
51,14
15,83
48,86
45,15
1,71
47,76
39,10
19,86
47,46
46,8
23,89
31,65
35,12
2,107
40,66
35,17
2,82
36,84
45,0
19,78
27,81
45,1
34,82
30,90
41,7
32,65
23,83
49,35
23,62
23,120
35,17
3,71
38,95
33,13
12,111
36,39
28,55
22,82
48,23
43,55
19,87
52,9
41,47
15,60
33,24
28,79
16,76
51,10
24,79
40,138
51,99
13,82
50,55
32,78
17,102
50,1
33,47
27,112
55,15
12,98
47,84
48,4
11,81
38,66
33,9
24,88
43,80
41,4
28,52
27,95
35,8
15,97
22,83
48,19
35,78
26,75
55,32
11,99
38,67
41,39
6,112
49,78
35,17
0,97
39,65
41,2
15,148
32,89
48,17
8,103
41,77
33,52
13,120
51,1
21,106
43,110
41,166
23,100
35,10
7,103
43,106
25,76
22,142
40,51
0,134
39,83
43,88
3,109
44,48
31,165
27,92
45,5
32,143
32,139
46,29
7,126
38,52
35,48
17,136
59,28
13,137
47,105
30,120
34,62
44,16
13,77
42,56
39,36
3,149
47,52
38,52
3,98
42,67
43,23
13,143
50,14
14,86
32,92
56,0
31,85
5,68
51,50
31,82
9,120
44,35
26,85
20,77
51,14
18,125
49,111
32,116
45,104
38,69
2,126
23,36
33,61
20,133
41,67
15,132
51,55
47,90
25,100
47,40
21,117
46,92
44,84
4,123
51,87
52,51
8,145
50,65
27,124
39,124
41,144
26,131
37,28
6,122
50,54
42,36
21,148
51,40
17,144
39,92
29,118
23,128
56,45
3,189
51,109
39,36
8,138
69,47
32,73
18,102
53,16
12,120
55,54
32,141
33,93
43,22
10,148
48,79
39,60
0,106
55,28
21,142
31,105
40,157
20,133
41,27
0,141
46,89
41,72
14,152
53,97
26,88
29,147
39,132
7,110
46,20
39,204
32,93
59,22
6,134
43,100
41,120
32,81
40,192
27,154
64,58
46,139
54,154
17,86
13,156
86,98
20,108
51,28
13,152
49,114
89,40
27,4
10,62
6,143
49,201
8,79
5,40
81,110
42,105
34,94
23,171
71,90
31,134
70,17
27,84
29,114
41,61
11,147
37,46
38,79
21,203
48,16
19,120
48,5
46,74
8,141
40,63
40,121
32,109
35,1
11,166
39,121
29,140
38,138
42,142
26,113
40,24
4,111
45,132
37,76
40,220
71,26
5,126
37,93
34,150
24,134
48,18
9,159
41,85
50,17
13,133
50,59
35,130
34,95
34,30
11,128
54,65
27,254
31,92
48,22
11,135
51,69
38,54
16,151
58,13
13,151
48,77
29,181
30,118
47,24
12,132
55,86
35,87
3,70
46,92
32,75
26,117
51,17
20,128
49,116
24,260
34,136
41,57
7,126
49,74
32,95
14,103
50,55
8,143
44,75
46,129
12,110
42,6
22,123
43,118
26,53
10,183
45,44
17,109
37,69
40,223
26,117
45,12
7,145
49,100
28,92
15,176
39,73
6,145
36,118
33,135
21,114
45,30
2,137
40,39
44,47
11,133
56,31
22,125
36,110
40,106
44,124
47,0
17,108
56,69
37,98
7,121
40,18
26,154
38,72
59,38
11,150
45,65
14,137
26,125
41,71
14,194
58,14
21,154
40,164
43,169
36,152
36,63
0,157
41,72
29,97
17,209
49,10
16,153
42,75
40,141
25,125
45,38
9,186
63,150
33,146
23,127
43,207
27,151
46,23
10,138
31,0
54,0
9,165
48,154
37,28
7,138
43,80
26,104
31,143
38,163
10,145
46,0
52,140
38,143
37,88
17,130
57,29
9,150
40,100
41,187
48,124
47,36
4,166
45,104
30,142
39,108
34,256
25,110
39,47
0,187
42,97
42,67
0,202
44,84
41,54
8,158
52,22
29,70
37,155
43,111
20,136
54,1
37,113
41,127
51,32
1,114
62,99
28,76
9,143
50,66
19,74
25,91
50,3
41,112
28,135
39,139
22,134
57,11
15,191
59,119
19,153
41,128
33,182
43,120
44,57
4,193
61,116
25,144
40,74
40,244
15,151
53,19
15,125
47,65
44,58
7,142
54,37
38,105
40,153
38,190
29,135
33,46
5,175
41,140
29,145
38,104
44,220
23,153
42,25
3,178
46,119
32,124
37,163
35,164
19,148
49,19
28,184
51,72
29,140
37,133
45,110
21,147
55,32
11,160
64,91
39,131
37,154
44,94
8,154
36,86
36,225
17,116
44,44
11,181
53,132
15,150
39,95
28,214
19,142
49,20
19,176
57,58
39,105
24,119
50,143
23,148
56,0
10,315
57,136
31,125
68,148
34,212
21,152
41,37
0,172
45,132
33,88
8,148
51,61
31,137
42,136
45,211
28,153
49,45
4,213
47,105
29,60
20,113
52,45
16,147
52,37
30,147
64,113
44,68
9,209
40,83
29,88
23,226
51,5
34,122
31,148
42,226
24,136
50,0
13,260
39,120
25,146
32,175
26,77
16,136
44,2
32,124
31,135
48,58
5,218
57,97
29,95
11,169
67,12
15,145
51,73
26,111
19,129
43,20
0,286
35,129
30,92
7,154
50,19
31,131
42,141
23,294
31,98
38,11
4,206
45,140
36,63
23,266
47,25
9,151
31,145
31,222
21,117
44,14
15,125
47,37
40,77
14,217
39,58
14,125
46,72
26,176
28,128
51,29
2,168
49,145
30,131
38,111
42,136
16,109
46,72
0,148
49,127
22,153
24,105
36,169
26,113
43,0
18,149
41,94
38,16
8,143
41,61
44,59
5,107
49,61
21,126
40,152
28,267
31,126
45,61
11,144
45,100
21,144
42,58
36,194
24,102
46,20
8,195
49,91
31,89
1,162
63,95
27,94
10,240
46,26
7,153
41,88
48,113
16,147
52,11
17,224
47,85
39,93
7,184
50,83
35,94
15,140
51,0
35,138
35,158
35,242
27,142
40,28
6,146
42,25
37,83
5,149
49,108
29,140
37,118
42,105
29,135
47,64
3,147
37,122
12,122
43,111
40,149
26,116
43,33
9,148
38,58
41,113
22,115
41,132
14,149
51,15
15,228
46,93
29,84
7,148
56,51
39,86
14,201
60,28
18,153
56,85
45,238
39,105
39,68
5,170
44,73
37,81
6,191
58,117
14,97
31,111
41,194
18,145
48,37
17,159
49,35
38,96
8,136
51,23
31,97
38,220
53,81
0,144
35,123
39,295
36,134
42,49
8,165
52,61
35,106
24,119
36,213
28,136
41,0
26,123
37,67
49,48
6,132
47,102
28,63
9,146
47,47
26,146
41,94
43,144
11,146
45,38
12,126
45,116
27,139
32,103
42,147
38,113
41,38
0,149
51,121
24,143
37,110
44,183
32,150
45,39
2,175
47,66
37,96
11,166
52,26
15,120
42,144
29,202
44,125
33,55
6,146
47,80
31,79
14,137
56,32
3,134
30,102
48,149
30,154
38,59
2,166
45,88
35,97
3,159
62,78
39,76
21,121
51,29
8,153
65,115
42,267
22,130
39,65
7,159
51,80
44,62
16,183
58,26
11,152
38,105
32,136
41,110
43,62
1,145
51,49
44,104
31,90
47,15
8,153
43,122
38,195
30,135
40,62
9,128
34,105
33,122
35,122
42,158
21,145
48,40
14,139
51,45
32,109
21,148
36,284
30,154
56,20
9,124
51,72
46,104
16,142
42,63
9,154
37,94
44,154
13,153
45,31
19,177
46,111
24,154
37,139
54,106
35,134
47,65
5,211
45,72
35,110
28,144
42,191
23,151
61,51
19,200
48,137
23,118
29,78
43,121
19,121
45,0
32,145
33,89
49,37
16,198
49,98
39,115
29,187
40,139
11,118
43,29
11,237
50,111
24,153
43,121
35,94
11,115
43,8
30,266
44,124
28,81
8,141
44,46
34,90
19,190
44,71
6,137
25,64
43,189
18,137
48,23
17,114
51,46
35,66
11,132
46,12
15,139
44,60
37,153
22,134
48,5
23,144
46,105
37,120
24,183
40,142
33,122
40,31
14,150
52,101
20,149
38,106
37,138
27,143
43,41
0,206
49,65
26,114
37,105
37,222
21,132
49,23
2,141
38,102
39,41
7,130
55,86
32,92
19,205
50,19
9,153
32,53
42,167
16,149
44,20
13,177
46,51
42,72
5,168
45,35
24,150
23,89
30,226
0,94
38,204
33,188
44,153
71,22
28,136
86,128
42,105
69,26
28,242
27,154
25,17
3,276
50,72
15,79
33,105
33,53
58,137
22,69
63,63
17,148
24,10
55,107
45,111
38,95
1,105
62,29
23,153
36,151
26,179
32,129
44,33
0,120
39,60
52,15
12,142
56,38
25,151
49,153
23,129
33,139
32,79
21,222
46,10
22,108
33,103
31,214
46,125
22,92
1,156
53,61
19,152
29,88
55,0
29,111
32,122
53,95
14,142
49,6
35,200
35,118
34,51
1,118
56,101
27,116
25,105
32,138
40,137
45,58
8,165
43,149
21,141
35,98
49,28
6,120
39,130
45,211
38,138
41,63
6,168
51,75
32,128
34,136
40,260
13,154
46,32
6,160
48,108
27,134
34,123
36,269
15,109
54,26
6,180
33,94
44,22
2,181
54,73
26,131
23,165
39,114
17,138
50,23
1,299
44,101
54,4
1,149
43,125
32,120
33,112
64,62
12,108
46,36
36,159
37,103
42,96
13,127
50,39
20,131
50,40
43,126
32,49
54,10
23,171
40,94
35,86
5,177
48,76
35,115
22,178
30,231
25,140
47,13
13,149
52,57
27,100
11,143
51,178
18,138
49,7
35,146
40,95
46,57
7,218
46,144
40,75
17,112
43,132
7,152
45,119
31,191
24,146
38,116
21,64
51,23
11,152
41,53
39,244
39,149
44,67
0,132
37,3
35,29
4,134
72,120
32,121
18,97
43,86
7,138
39,71
40,152
18,130
37,35
12,147
43,51
10,117
22,135
46,24
18,147
56,53
36,85
35,144
50,34
6,184
39,133
31,144
54,173
43,123
13,138
55,25
9,163
37,116
27,95
9,164
55,26
22,92
26,177
33,139
23,135
43,0
24,161
39,122
