,ID,rms,mean,kurtosis,SD,skewness,rms2,mean2,kurtosis2,SD2,skewness2
0,0,44.914502112346746,37.75,-1.2788131545941037,24.399811174275797,-0.11261342886830825,6.701828266402142,30.890625,5.36786313281946,27.68206775152463,1.503161654629714
1,1,44.944931582993874,37.859375,-1.2682768114592424,24.285518396686772,-0.11218844372999974,6.70409811853868,30.9375,5.340308242267982,27.696678879288186,1.4962328502859557
2,2,44.93861554016397,37.854166666666664,-1.2676287804205943,24.281930095131475,-0.11189770136554458,6.703627043635704,30.9375,5.340308242267982,27.696678879288186,1.4962328502859557
3,3,45.03586533715841,37.958333333333336,-1.2700577193943627,24.299577341751927,-0.12343909707843803,6.710876644459978,30.765625,5.298007470806516,27.767400857708488,1.4980695458075532
4,4,45.11351423538923,38.020833333333336,-1.2772950160022543,24.346099235668518,-0.12603473507319155,6.716659455070595,30.859375,5.345761276103355,27.70688038285325,1.502296325451342
5,5,45.14554010826171,38.046875,-1.280431890237592,24.364872375821147,-0.12728394743640928,6.7190430946870485,30.895833333333332,5.371902506571484,27.67594043358006,1.5062367828323482
6,6,45.37339299266329,38.359375,-1.2717511342426513,24.297695916124653,-0.14559122313301465,6.735977508325224,30.760416666666668,5.367985034466118,27.704591560655743,1.5145166049718586
7,7,45.360534884412466,38.317708333333336,-1.277515661743508,24.33961498356112,-0.1449222409704372,6.7350230054850195,30.760416666666668,5.367985034466111,27.704591560655746,1.5145166049718586
8,8,45.510873242922216,38.541666666666664,-1.2616965324325542,24.266157964098248,-0.16380490880861193,6.74617471185873,30.578125,5.318093304154033,27.78496600201239,1.514659846804914
9,9,45.50171700057043,38.489583333333336,-1.2642959624440484,24.331908592252073,-0.1663304141136827,6.745496052965299,30.598958333333332,5.307801923198044,27.789798100929076,1.5117399277393078
10,10,45.69959655182964,38.776041666666664,-1.2508671270599359,24.24734775712179,-0.18532915138034772,6.760147672338944,30.359375,5.327286500311649,27.81993363508858,1.5263681292959714
11,11,45.9206176461075,39.057291666666664,-1.238992553921328,24.21331572905936,-0.20603269428996124,6.776475311406919,30.1875,5.296882354245595,27.88056520643666,1.5304672644272712
12,12,45.986354407222436,39.161458333333336,-1.2250602147526741,24.16955754659681,-0.21711720734600098,6.781323942064885,30.177083333333332,5.301764456626598,27.87838014316169,1.5319014352343336
13,13,46.22262703481921,39.40625,-1.222737700373233,24.222605566264917,-0.2350209240128943,6.798722456080937,30.130208333333332,5.312807321321424,27.87779472447248,1.5370106360580276
14,14,46.62768088807334,39.838541666666664,-1.1925622794325392,24.2920704093563,-0.23266870517988483,6.828446447624331,30.026041666666668,5.317958412182607,27.89310840138561,1.5449819915103917
15,15,46.82030141936295,40.088541666666664,-1.1770652862142819,24.251031693028345,-0.2539035449110522,6.842536183270275,30.026041666666668,5.317958412182607,27.89310840138561,1.5449819915103913
16,16,47.02680972948658,40.40625,-1.1617995575400573,24.12232270905066,-0.27009378216338126,6.857609622126837,29.880208333333332,5.344691339785889,27.898117258217063,1.558525051047454
17,17,47.081102454523446,40.453125,-1.1663283914868317,24.149791943539192,-0.2729446750869264,6.861567055310576,29.942708333333332,5.380908201603788,27.853240084457738,1.5628824587360728
18,18,47.14632585543296,40.505208333333336,-1.1719159311911038,24.18991122745125,-0.27414535060263756,6.866318216878167,29.947916666666668,5.385368458660649,27.847892676593155,1.5638103764531888
19,19,47.3049724306723,40.614583333333336,-1.1734136578560643,24.316572588325045,-0.2645421229858048,6.877861036010564,30.072916666666668,5.42966574925204,27.784603364429618,1.5652628536117728
20,20,47.551233334863845,40.953125,-1.1586613136861392,24.228469486097207,-0.28143890106732594,6.895740231103826,29.932291666666668,5.411164937588918,27.82782890806386,1.5705312833439518
