,ID,rms,mean,kurtosis,SD,skewness,rms2,mean2,kurtosis2,SD2,skewness2
0,0,9.112081161550758,4.351039260969977,112.66215773877859,8.015413685913247,8.473867725390821,3.018622394661306,3.1755196304849886,24.12873270611266,3.7139191725942053,3.632761820543241
1,1,9.11372844610681,4.353348729792148,112.61661318605314,8.01603393846627,8.471098982692874,3.0188952360270487,3.1778290993071594,24.167512680325114,3.7122504777579644,3.6367785636768697
2,2,9.11372844610681,4.353348729792148,112.61661318605316,8.01603393846627,8.471098982692874,3.0188952360270487,3.1778290993071594,24.16751268032512,3.7122504777579644,3.63677856367687
3,3,9.112588050053448,4.346420323325635,112.50379431255406,8.01850246817812,8.465513240019693,3.0187063537305923,3.184757505773672,24.231302819319406,3.7091039772087293,3.641888752704802
4,4,9.110560326830736,4.341801385681293,112.51187762919692,8.018701144436944,8.466601850563988,3.018370475410654,3.1824480369515014,24.209799418972977,3.7101545481314444,3.6402677385238076
5,5,9.034192170610476,4.295612009237876,116.24430289168947,7.956793286536371,8.642644988410698,3.0056932928378566,3.18013856812933,24.170824873684605,3.711827065737251,3.6362283151986716
6,6,9.018712904180783,4.2702078521939955,116.587912708466,7.952897457276607,8.663192838954142,3.0031171978763638,3.189376443418014,24.219984696718193,3.708870476591086,3.638936348958096
7,7,8.992170060772182,4.249422632794457,117.81736826283768,7.9339084694153525,8.72601902195769,2.998694726172069,3.187066974595843,24.198400981912503,3.7099239956331167,3.6373068998923843
8,8,8.993325726406617,4.25635103926097,117.933534054476,7.931498538212774,8.731699182407954,2.9988874147601168,3.1778290993071594,24.149495812007565,3.7128739864482156,3.6346267029211896
9,9,8.995251505854613,4.263279445727482,117.99693075260889,7.929957577648407,8.734326700197096,2.999208479891755,3.1732101616628174,24.089600998655154,3.7155856792067294,3.6290323321675406
10,10,9.00807951429142,4.286374133949192,117.76655727719248,7.93207413083786,8.719828418759091,3.001346283635299,3.159353348729792,24.126149298251356,3.7162071897528093,3.6359482618932644
11,11,9.003976540034259,4.277136258660508,117.78720999182094,7.932403022157134,8.722162754208123,3.0006626834808103,3.159353348729792,24.126149298251356,3.7162071897528093,3.635948261893264
12,12,8.986646495912378,4.25635103926097,118.39593401581661,7.923906782093098,8.755972498164011,2.9977735898350257,3.159353348729792,24.126149298251356,3.7162071897528093,3.6359482618932644
13,13,8.976232409418687,4.235565819861431,118.52881110447979,7.923238834331958,8.765209620089342,2.99603611617395,3.161662817551963,24.147074114092174,3.715172720042572,3.637503903352037
14,14,8.977390126718229,4.242494226327945,118.64531704337321,7.920837805574101,8.770901385707342,2.9962293181127224,3.161662817551963,24.14707411409217,3.715172720042572,3.6375039033520373
15,15,8.97854769473869,4.249422632794457,118.76239685625583,7.918429972582336,8.776624490628768,2.9964224826847583,3.1501154734411085,24.133738398575524,3.7172154845875216,3.639134193472554
16,16,8.953433547325526,4.219399538106235,119.65815529900014,7.906009939098825,8.824950071194062,2.992228859450013,3.1524249422632793,24.13650654997517,3.716809898152725,3.6385279361846883
17,17,8.953304575270069,4.2170900692840645,119.60106473673925,7.907098535710985,8.821987208739468,2.992207308204107,3.1454965357967666,24.236822747874616,3.714284774330845,3.650511904290984
18,18,8.95124076965854,4.2078521939953815,119.48195276108699,7.909688928211132,8.81647918661417,2.991862424921731,3.147806004618938,24.257612908858505,3.713258407290787,3.6520507911418676
19,19,8.957559672627562,4.224018475750578,119.50050445698639,7.908222134777905,8.815697155186228,2.9929182535825403,3.140877598152425,24.249787856824607,3.714463243996584,3.653624374329624
20,20,8.935747034117334,4.193995381062356,120.17376683748117,7.899499572170339,8.852815239634038,2.9892719906554728,3.1339491916859123,24.29689521987755,3.71378530153953,3.660870957096132
21,21,8.935747034117334,4.193995381062356,120.17376683748117,7.899499572170339,8.852815239634038,2.9892719906554728,3.136258660508083,24.245180950913262,3.715259056763848,3.6554193942327977
22,22,8.935617806783958,4.191685912240184,120.11678357009329,7.900581622589225,8.84986274819917,2.989250375392459,3.1339491916859123,24.279112636098507,3.7144085525909354,3.659534781578418
23,23,8.926308522212205,4.177829099307159,120.37789353588794,7.897389858211205,8.865336114970429,2.9876928426818252,3.1454965357967666,24.291114762166668,3.712414644936237,3.657780760778189
