,ID,rms,mean,kurtosis,SD,skewness,rms2,mean2,kurtosis2,SD2,skewness2
0,0,66.59475379848007,63.62775330396476,0.48616046973465643,19.677986619916695,-0.782540751286382,8.160560875238911,24.513215859030836,4.212541670925603,10.853166159420317,1.0508719222379956
1,1,66.56357300431912,63.59911894273128,0.4899715835425136,19.6650225477828,-0.7807680346004823,8.158650194996666,24.497797356828194,4.236653243348008,10.846052760327897,1.0561573043211068
2,2,66.57672530564197,63.61013215859031,0.48661073900658636,19.673942235175016,-0.780278090039797,8.15945618933284,24.502202643171806,4.234394204571204,10.84625628919278,1.054884118071264
3,3,66.59176041422903,63.629955947136565,0.4978364585997799,19.66068861508282,-0.7834829128625567,8.16037746763157,24.53303964757709,4.291624641278041,10.813388439711833,1.0668787715291381
4,4,66.53318869735529,63.563876651982376,0.4783865520351127,19.67616679908161,-0.7740671437805858,8.156787890913634,24.486784140969164,4.261362842385213,10.834844931544193,1.066579255725614
5,5,66.53318869735529,63.563876651982376,0.4783865520351127,19.67616679908161,-0.7740671437805858,8.156787890913634,24.555066079295155,4.1576154423884475,10.878835331201326,1.0554772745776482
6,6,66.53848543551968,63.5726872246696,0.48414741295650376,19.66558727843408,-0.7747218562525667,8.157112567294856,24.537444933920703,4.131886236113244,10.892699971197406,1.0530881141818338
7,7,66.46023288453088,63.47356828193833,0.44781445164937317,19.721190339002348,-0.7644254147442245,8.152314572226153,24.506607929515418,4.147217662665175,10.891343766607012,1.0607961363737497
8,8,66.44410721245272,63.458149779735685,0.44861062435890897,19.71646172096539,-0.7628715506397479,8.151325488069576,24.491189427312776,4.15691722894155,10.889923320607817,1.0652813310326408
9,9,66.36748580296053,63.392070484581495,0.46057171813472353,19.670812493039055,-0.7648578295594796,8.146624196743122,24.480176211453745,4.169134437675394,10.886867718063026,1.068930631403985
10,10,66.40048365091093,63.42070484581498,0.4537580397783354,19.689905380550503,-0.7649036782066754,8.148649191793137,24.449339207048457,4.132531889699108,10.908037703368384,1.0660399572784818
11,11,66.3809590022747,63.39647577092511,0.4422691231948912,19.702121352442923,-0.7608230477023881,8.147451073941758,24.41409691629956,4.08123201691877,10.938534854706477,1.0578586790675173
12,12,66.41753191933216,63.44273127753304,0.4643987243609291,19.676411568540757,-0.7680278854060062,8.14969520407556,24.431718061674008,4.076155671882078,10.937852057775082,1.053441513468001
13,13,66.37797256839613,63.409691629955944,0.47383701809630674,19.649343065530346,-0.7697819486802452,8.147267797758714,24.433920704845814,4.077322353190203,10.937058297220004,1.0531448061895106
14,14,66.41021894721278,63.44933920704846,0.49190337163031783,19.63026534316802,-0.7762715259533789,8.149246526349094,24.422907488986784,4.074060728458245,10.940013212953199,1.0550444010895546
15,15,66.33593254893282,63.36784140969163,0.4727488024592388,19.642363691797435,-0.7663512325295283,8.144687381903177,24.376651982378856,4.064679395573054,10.952293953776023,1.0593834800532955
16,16,66.37040633448318,63.436123348017624,0.494535348763931,19.53790946726895,-0.7624145179960556,8.146803442730356,24.345814977973568,4.015460106101774,10.9814922616374,1.0506977032518368
17,17,66.37525147832264,63.440528634361236,0.49378563830061983,19.540070013788842,-0.7626755826663241,8.147100802022928,24.319383259911895,4.063005611243084,10.96539705211919,1.0591747248044099
18,18,66.27150137331375,63.34361233480176,0.49469124923784724,19.502215670566883,-0.7607926130070417,8.140731009762806,24.24229074889868,4.095427107542356,10.963852710797621,1.0627611861399708
19,19,66.31162249208685,63.3942731277533,0.5191941277502692,19.47389859561852,-0.7685912459053061,8.14319485779917,24.248898678414097,4.084945891080426,10.967026079848123,1.0604574603329606
20,20,66.26310858593465,63.35022026431718,0.5257589570341379,19.452058856850115,-0.7666441288742952,8.140215512253631,24.2136563876652,4.127267581444978,10.95488191700142,1.070793299807686
21,21,66.3181824357838,63.436123348017624,0.5655998605303085,19.359367086482106,-0.7710263968086779,8.143597634693391,24.2136563876652,4.127267581444978,10.95488191700142,1.070793299807686
22,22,66.32049071732494,63.43832599118943,0.5654560432061131,19.36005839890904,-0.7712518263268368,8.143739357158045,24.211453744493394,4.126720188318632,10.955428507183157,1.0711993153719066
23,23,66.39484415522395,63.52643171806167,0.5962881194775496,19.325901526189227,-0.7821089431709832,8.148303145761329,24.218061674008812,4.114744855812117,10.959227254613483,1.0688838196788577
24,24,66.35958644880472,63.48898678414097,0.5888669293020352,19.32785822606553,-0.7764453298454245,8.146139358543083,24.209251101321588,4.121898953631121,10.957787874895274,1.071629018076675
