Signal1,Signal2
79,33
77,24
46,6
74,30
59,16
3,0
1,1
38,20
31,11
75,32
73,29
92,30
70,24
35,8
59,23
4,0
0,2
6,6
42,20
87,20
0,10
45,24
79,32
18,21
72,37
93,42
11,0
41,28
83,36
20,2
23,20
69,22
29,3
0,1
36,29
71,28
10,0
15,10
79,30
58,12
39,45
52,15
17,3
17,13
78,27
55,21
36,18
54,17
21,2
14,9
76,31
74,29
12,15
75,25
72,21
15,10
77,28
51,10
45,15
102,48
1,3
17,20
76,28
53,14
40,15
112,47
0,7
16,9
73,22
83,24
4,5
67,28
66,21
4,0
6,8
81,25
61,29
7,2
0,0
64,27
49,32
23,0
34,16
74,25
19,0
12,14
63,23
27,0
0,7
32,11
88,34
67,13
29,12
85,30
20,0
34,16
85,70
81,17
54,22
84,30
19,3
37,16
87,41
47,0
11,6
74,28
79,22
3,3
87,35
53,26
5,3
2,0
39,36
54,26
17,3
14,12
84,53
58,17
36,0
72,27
72,22
14,5
71,28
76,30
8,7
62,21
88,26
3,3
10,17
64,28
31,4
0,5
24,9
76,27
72,26
14,11
78,26
66,12
19,16
77,32
54,0
10,3
72,22
86,26
3,7
57,23
49,25
29,7
30,18
71,27
20,2
13,16
67,27
34,6
0,6
40,24
86,41
78,5
14,4
73,22
78,33
4,2
89,37
78,27
0,2
8,12
61,29
55,14
4,9
11,8
81,37
88,47
13,10
74,38
81,30
15,21
71,23
43,25
5,11
79,27
74,31
4,25
91,45
77,20
5,0
32,9
82,91
49,17
57,39
85,61
38,5
45,29
74,16
30,6
4,13
56,15
67,44
0,17
56,23
93,38
0,25
83,13
62,10
0,13
14,0
60,11
77,19
11,13
80,42
73,8
0,0
51,0
63,41
44,18
12,12
75,25
57,16
56,22
117,36
0,18
67,34
56,1
26,2
14,24
68,32
30,2
1,6
41,22
78,17
32,0
15,32
79,29
61,16
31,17
83,36
0,9
0,0
41,32
77,29
24,0
20,15
70,22
24,5
3,12
58,20
63,14
1,0
14,3
76,27
74,22
8,10
75,27
71,23
0,0
56,35
87,33
0,4
0,2
25,21
81,29
58,19
75,31
75,31
4,0
4,5
57,25
46,14
18,2
31,30
79,58
16,0
15,15
65,21
32,9
0,0
37,19
88,34
73,17
17,4
79,41
58,14
34,15
87,59
88,18
49,14
85,31
23,0
36,13
81,34
48,0
14,9
74,21
81,23
0,0
81,31
53,19
10,0
34,21
76,27
22,1
15,4
60,20
45,13
0,4
34,9
75,31
74,22
9,1
72,33
67,18
0,2
29,17
69,25
21,0
7,7
17,8
75,7
82,23
3,13
62,15
67,23
0,3
33,24
69,23
28,4
16,7
64,24
50,15
0,16
57,19
65,20
0,0
14,11
79,36
57,12
36,25
95,30
62,10
25,18
84,28
22,0
23,3
76,31
67,12
15,9
84,49
88,31
4,8
92,43
83,26
0,1
9,7
42,33
88,28
2,8
0,3
59,25
91,13
3,0
3,6
24,15
84,35
49,7
9,10
79,30
80,23
8,11
71,41
60,14
0,0
40,27
78,30
24,3
17,14
69,20
28,1
0,5
39,16
110,51
0,6
12,3
75,35
76,18
5,0
85,49
67,26
0,5
4,3
74,26
67,29
3,5
10,12
72,28
72,22
6,0
74,35
68,29
0,7
19,10
67,24
31,0
0,3
34,20
92,52
67,14
26,9
73,31
57,12
41,23
84,57
85,13
44,11
90,26
18,2
31,13
86,34
48,13
63,26
72,27
12,1
25,16
84,32
22,0
9,4
75,37
74,19
2,3
21,13
72,21
32,1
3,10
55,21
60,10
0,12
48,27
78,29
13,2
36,0
71,13
73,23
15,5
70,23
77,23
3,2
75,34
83,23
0,9
9,9
51,22
72,27
7,0
4,13
70,34
63,19
0,3
29,20
71,24
23,1
15,11
66,23
33,3
0,2
34,16
89,17
49,7
13,7
78,30
79,16
2,3
41,22
90,25
10,7
46,27
73,32
19,9
24,16
73,18
28,1
0,2
44,34
96,32
9,0
0,5
60,25
84,9
31,2
0,0
25,17
86,29
5,0
1,4
37,16
77,25
24,1
20,13
69,25
29,0
2,8
41,11
77,32
50,9
12,5
76,31
78,20
8,10
72,35
75,25
0,5
57,35
84,28
0,0
0,6
20,10
83,35
52,2
11,7
73,28
84,33
1,0
59,53
39,15
12,0
28,19
68,25
22,4
15,16
60,25
32,2
0,0
34,14
85,36
72,16
25,18
73,23
19,0
34,13
86,66
84,16
26,5
75,24
56,11
34,16
84,30
49,0
9,9
68,29
74,25
0,0
16,7
62,23
41,3
10,0
34,31
48,10
17,1
7,1
72,32
67,19
0,6
25,11
65,25
