,ID,rms,mean,kurtosis,SD,skewness,rms2,mean2,kurtosis2,SD2,skewness2
0,0,87.93364927319114,83.48296122209166,6.62335820274097,27.63728306510695,0.9792049243547564,9.37729434715532,113.27967097532314,1.0487331305636003,37.38331553463662,-1.2836405947646818
1,1,87.94202101344666,83.49118683901293,6.619713984947024,27.63907472489952,0.9781683301369615,9.377740720101333,113.12220916568742,1.0242441831319535,37.5062550116137,-1.2795669824286269
2,2,87.94202101344666,83.49118683901293,6.619713984947024,27.63907472489952,0.9781683301369615,9.377740720101333,113.1903642773208,1.0395690926638235,37.48959323814095,-1.285317700554228
3,3,87.94492721735999,83.49471210340775,6.621136443810586,27.63767092861109,0.977995509011192,9.377895671063952,113.2032902467685,1.045627200754181,37.47450632704396,-1.2864896360475429
4,4,87.97896607931597,83.5252643948296,6.5956822579234125,27.653703226437784,0.9741372278979804,9.379710340906907,113.19271445358402,1.046820630760343,37.46763928935463,-1.2867106314587538
5,5,88.04962013075576,83.58871915393655,6.546766485463751,27.686863559624587,0.9678275835127091,9.383475908785387,113.1551116333725,1.0495988955799112,37.44670762664935,-1.286970657974115
6,6,88.07128428911278,83.6086956521739,6.532477630961699,27.69545929341389,0.9652305909301648,9.384630215896244,113.17626321974149,1.054223977024277,37.442655142733834,-1.288989599824849
7,7,88.1174304613811,83.65217391304348,6.506399349205507,27.710967110689563,0.9602025480255628,9.387088497579061,113.15276145710928,1.053059111556161,37.43773090488472,-1.287741179288529
8,8,88.21597122584123,83.7614571092832,6.507213261950977,27.694352276086576,0.9614974465301062,9.39233577050146,113.18448883666275,1.0482829697405096,37.46430513329665,-1.2856529688452094
9,9,88.24889356270212,83.78965922444183,6.4783439513361945,27.713945289885995,0.9580698440773724,9.394088224128094,113.18448883666275,1.0482829697405123,37.46430513329664,-1.28565296884521
10,10,88.26075031974024,83.80493537015276,6.487348996127597,27.70550209257541,0.9578259822231834,9.394719278389335,113.17626321974149,1.0497646681433181,37.45654047209502,-1.2863820777569508
