Signal1,Signal2
12,49
27,115
44,129
87,174
96,207
103,151
97,151
86,91
66,48
31,10
0,76
18,98
55,155
75,183
99,170
104,185
41,0
43,136
97,159
0,75
86,174
82,93
17,93
102,160
0,80
61,157
83,94
16,101
101,191
7,83
96,179
76,75
22,106
100,128
44,134
98,162
0,67
84,171
85,95
5,86
92,174
71,59
30,106
97,120
16,103
100,185
7,85
86,169
76,63
23,103
95,123
12,91
89,203
60,37
60,153
95,142
12,94
103,159
0,79
54,147
83,88
14,100
100,192
3,80
88,175
78,77
22,100
92,124
16,82
97,170
19,18
85,143
83,92
19,72
119,157
2,52
60,111
79,78
21,79
89,164
54,36
67,128
95,121
22,79
98,148
39,16
62,137
75,74
16,90
84,173
52,19
66,140
87,122
21,96
102,152
5,75
54,148
73,64
1,113
91,182
56,1
56,105
79,181
12,60
87,167
71,39
45,108
85,87
0,60
33,109
80,76
11,78
81,175
56,29
61,144
92,117
22,86
102,142
2,68
65,139
75,72
19,97
83,180
44,17
63,151
91,110
23,108
85,123
6,81
58,139
74,62
30,109
102,183
19,95
98,153
25,26
43,138
70,71
17,93
84,175
49,18
62,146
87,118
26,93
101,148
0,78
55,126
72,61
23,103
97,174
10,43
91,170
71,56
27,102
98,114
17,92
83,177
49,22
59,142
88,121
18,97
98,151
22,11
56,138
69,69
24,101
97,179
7,42
65,177
85,109
26,102
84,98
21,34
56,134
70,60
29,110
99,171
3,52
58,138
85,103
32,104
89,101
19,96
86,179
48,13
64,143
87,117
23,97
100,148
10,85
81,169
53,27
58,142
91,125
16,83
101,152
0,70
54,148
74,68
20,98
85,178
49,17
61,147
89,117
23,94
90,140
35,29
53,132
70,61
25,104
100,178
17,86
99,155
42,9
32,103
100,114
42,125
98,145
6,77
85,162
77,75
22,93
95,145
19,16
52,136
69,67
22,100
97,177
12,27
84,158
73,83
24,104
88,101
5,109
75,167
52,25
55,138
95,120
12,90
103,150
3,71
63,128
71,65
17,99
85,178
35,2
36,107
102,164
23,115
86,109
13,84
84,171
59,28
60,143
92,130
12,82
91,149
36,15
30,117
70,76
11,91
82,172
50,18
61,138
86,117
23,93
96,146
35,19
59,131
69,64
21,101
96,174
11,41
88,158
69,60
27,101
82,109
15,91
79,167
48,19
58,143
89,121
19,91
99,145
34,27
43,131
74,67
19,101
97,179
14,33
87,158
72,69
24,92
97,147
35,23
57,133
68,58
27,103
96,173
6,45
83,155
84,102
29,107
82,104
17,95
86,179
49,18
65,141
87,114
23,97
96,143
25,19
56,137
61,58
24,101
97,174
11,45
87,162
70,62
28,100
96,106
14,92
82,172
49,16
60,146
88,118
22,95
99,146
22,5
32,99
96,134
8,45
41,121
71,78
6,73
43,130
73,76
20,92
86,182
49,10
63,145
87,110
24,94
98,142
34,22
57,132
68,62
28,103
98,173
6,40
83,150
83,105
25,106
86,106
13,93
87,178
46,15
61,133
89,119
23,97
102,144
8,79
49,130
70,68
19,97
82,171
38,3
30,117
98,154
0,57
81,152
79,87
9,84
85,155
73,70
19,85
99,139
14,49
65,134
74,85
27,107
99,166
7,47
66,153
84,114
32,107
92,113
15,79
85,178
46,15
62,139
87,112
25,94
101,143
11,97
79,167
53,32
49,133
91,126
16,87
